품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Baltic Dry Index (BDI)1985.01.04","Baltic Capesize Index (BCI)1999.03.01","Baltic Panamax Index (BPI)1998.05.06","Baltic Clean Tanker Index (BCTI)1998.08.03","Baltic Dirty Tanker Index (BDTI)1998.08.03","Baltic Supramax index (BSI)2005.01.01","Baltic Handysize Index (BHSI)2006.05.23","SSY/Pacific Capesize Index1997.1.6=4114","SSY/Atlantic Capesize Index1997.1.6=5000","Howe Robinson Container Index1997.1.15=1000","China Containerized Freight Index (CCFI)1998.1.1=1000","Shanghai Containerized Freight Index (SCFI)2009.10.16=1000","China Coastal Bulk Freight Index (CBFI)2000.1.1=1000","China Newbuilding Price Index (CNPI)2011.07.01=1000","China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000","China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000","China Container Newbuilding Price Index (CNCPI)2011.07.01=1000"
20120621,138.18,978,1152,1073,571,662,1167,701,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120620,138.05,972,1145,1093,571,663,1146,695,#N/A,#N/A,502.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120619,136.8,954,1140,1089,572,668,1112,682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120618,136.08,938,1138,1081,573,676,1084,669,4218,4986,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120615,135.25,924,1148,1065,575,682,1061,653,#N/A,#N/A,#N/A,1312.98,1450,#N/A,890,868,931,926
20120614,136.17,912,1162,1046,576,686,1038,637,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120613,135.26,902,1196,1004,581,696,1018,627,#N/A,#N/A,512.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120612,134.49,893,1212,975,584,689,1007,618,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120611,134.63,884,1221,944,587,685,1000,611,4449,5133,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120608,134.3,877,1223,914,588,688,1000,607,#N/A,#N/A,#N/A,1319.38,1415,#N/A,#N/A,#N/A,#N/A,#N/A
20120607,133.88,872,1232,882,589,686,1001,602,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120606,131.57,878,1252,877,591,690,1008,602,4606,5338,509.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120605,133.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120604,134.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120601,135.47,904,1298,897,602,699,1023,621,#N/A,#N/A,#N/A,1324.67,1387,#N/A,#N/A,#N/A,#N/A,#N/A
20120531,134.94,923,1319,923,605,707,1034,629,#N/A,#N/A,514.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120530,134.82,950,1342,969,606,716,1054,635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,895,872,939,935
20120529,133.55,986,1377,1008,608,723,1090,644,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120528,132.24,1012,1404,1049,607,729,1108,646,4843,5551,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120525,132.27,1034,1424,1083,609,733,1118,651,#N/A,#N/A,#N/A,1331.4,1409,#N/A,#N/A,#N/A,#N/A,#N/A
20120524,131.57,1058,1457,1130,613,738,1124,650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120523,131.32,1100,1539,1186,616,742,1120,649,#N/A,#N/A,514.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120522,132.06,1127,1602,1237,617,754,1117,646,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120521,131.41,1141,1626,1269,613,760,1113,644,5049,6296,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120518,132.64,1141,1633,1274,616,765,1108,639,#N/A,#N/A,#N/A,1335.86,1426,#N/A,#N/A,#N/A,#N/A,#N/A
20120517,134.33,1137,1638,1258,614,772,1104,636,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120516,134.87,1137,1632,1266,609,774,1106,632,#N/A,#N/A,501.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120515,135.82,1130,1613,1283,608,767,1105,630,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,899,874,942,949
20120514,136.79,1132,1612,1299,611,755,1109,623,5079,6248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120511,137.88,1138,1614,1322,614,760,1112,616,#N/A,#N/A,#N/A,1322.01,1465,#N/A,#N/A,#N/A,#N/A,#N/A
20120510,140.72,1146,1618,1350,615,766,1116,610,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120509,142.8,1156,1628,1390,617,771,1115,606,#N/A,#N/A,499.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120508,143.88,1165,1625,1441,619,767,1119,604,5065,6235,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120507,144.42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120504,145.37,1157,1576,1527,622,763,1118,602,#N/A,#N/A,#N/A,1263.95,1501,#N/A,#N/A,#N/A,#N/A,#N/A
20120503,146.05,1157,1527,1635,625,769,1108,602,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120502,146.33,1149,1495,1693,627,772,1099,601,#N/A,#N/A,491.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120501,146.92,1152,1494,1713,627,775,1098,600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120430,146.92,1155,1496,1725,626,779,1101,596,5022,5994,#N/A,#N/A,#N/A,#N/A,905,880,947,958
20120427,146.92,1156,1499,1738,626,779,1102,589,#N/A,#N/A,#N/A,1263.1,1488,#N/A,#N/A,#N/A,#N/A,#N/A
20120426,146.04,1148,1505,1727,627,766,1097,582,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120425,146.15,1137,1514,1692,627,752,1087,577,#N/A,#N/A,489.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120424,146.87,1116,1521,1628,628,744,1067,571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120423,147.86,1090,1524,1552,629,741,1044,566,5113,6021,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120420,147.99,1067,1533,1487,635,740,1020,562,#N/A,#N/A,#N/A,1214.69,1426,#N/A,#N/A,#N/A,#N/A,#N/A
20120419,148.59,1028,1534,1354,637,745,992,556,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120418,148.44,1006,1534,1291,636,754,974,550,#N/A,#N/A,479,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120417,148.46,989,1542,1232,639,762,957,546,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120416,148.55,975,1547,1189,640,773,944,543,5187,6096,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,909,886,950,960
20120413,148.72,972,1572,1158,639,782,936,540,#N/A,#N/A,#N/A,1198.87,1417,#N/A,#N/A,#N/A,#N/A,#N/A
20120412,149.25,960,1576,1110,636,791,930,537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120411,149.08,944,1561,1072,636,806,925,537,#N/A,#N/A,476.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120410,148.45,928,1531,1040,638,813,936,540,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120409,148.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5148,5969,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120406,147.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1175.71,1375,#N/A,#N/A,#N/A,#N/A,#N/A
20120405,147.64,928,1507,1036,639,820,949,547,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120404,147.37,926,1475,1043,642,822,965,552,#N/A,#N/A,477.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120403,147.37,931,1456,1049,644,822,990,556,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120402,147.37,934,1427,1051,645,819,1016,562,5046,5689,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120330,147.5,934,1412,1051,642,818,1030,565,#N/A,#N/A,#N/A,1135.11,1348,#N/A,913,891,951,964
20120329,147.55,930,1386,1044,643,822,1043,566,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120328,147.05,922,1361,1040,642,821,1054,566,#N/A,#N/A,469.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120327,146.98,917,1354,1035,646,808,1055,564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120326,145.17,912,1354,1036,651,804,1047,559,4917,5640,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120323,144.96,908,1369,1036,650,809,1035,551,#N/A,#N/A,#N/A,1072.86,1230,#N/A,#N/A,#N/A,#N/A,#N/A
20120322,144.82,902,1384,1026,649,821,1024,540,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120321,143.91,896,1404,1015,650,837,1007,530,#N/A,#N/A,468.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120320,144.13,884,1416,1004,652,848,989,522,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120319,144.93,879,1449,990,655,852,963,513,5025,5777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120316,145.56,874,1466,971,658,874,951,507,#N/A,#N/A,#N/A,1047.23,1223,#N/A,#N/A,#N/A,#N/A,#N/A
20120315,145.82,866,1475,957,665,879,937,500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,918,896,957,968
20120314,145.66,855,1479,941,666,857,923,490,#N/A,#N/A,473.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120313,145.22,844,1482,929,667,826,899,483,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120312,143.26,837,1496,912,677,820,882,478,5113,5914,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120309,142.78,824,1503,889,685,818,864,469,#N/A,#N/A,#N/A,1002.71,1171,#N/A,#N/A,#N/A,#N/A,#N/A
20120308,142.84,812,1506,873,688,812,841,463,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120307,143.6,798,1515,858,691,806,810,456,#N/A,#N/A,465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120306,143.67,787,1516,852,695,797,788,448,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120305,143.64,782,1523,854,701,796,768,442,5088,5934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120302,143.56,771,1525,844,707,790,745,437,#N/A,#N/A,#N/A,942.37,1164,#N/A,#N/A,#N/A,#N/A,#N/A
20120301,142.72,763,1527,839,711,781,732,429,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120229,142.69,750,1531,832,723,784,712,415,#N/A,#N/A,461.1,#N/A,#N/A,#N/A,923,899,965,969
20120228,142.54,738,1531,833,730,791,692,402,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120227,141.15,730,1525,833,733,796,678,398,4982,5921,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120224,139.65,718,1504,836,734,798,662,395,#N/A,#N/A,#N/A,941.2,977,#N/A,#N/A,#N/A,#N/A,#N/A
20120223,138.15,706,1471,849,732,803,647,393,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120222,137.46,704,1460,871,728,811,641,389,#N/A,#N/A,462.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120221,136.69,706,1452,900,704,814,640,388,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120220,136.32,715,1456,931,700,817,645,385,5052,5802,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120217,135.63,717,1461,949,690,817,641,379,#N/A,#N/A,#N/A,943.51,949,#N/A,#N/A,#N/A,#N/A,#N/A
20120216,137.2,723,1464,974,680,811,641,378,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120215,139.64,731,1466,1005,675,804,646,376,#N/A,#N/A,456.4,#N/A,#N/A,#N/A,928,905,967,975
20120214,140.25,734,1468,1018,668,791,652,373,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120213,142.82,729,1463,1008,667,789,651,368,5060,5902,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120210,143.35,715,1457,967,666,795,645,366,#N/A,#N/A,#N/A,945.96,965,#N/A,#N/A,#N/A,#N/A,#N/A
20120209,143.68,695,1456,896,663,795,630,368,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120208,144.47,676,1448,828,655,784,620,369,#N/A,#N/A,457.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120207,144.48,660,1444,770,658,782,607,372,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120206,144.22,648,1438,726,660,785,600,375,4990,5771,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120203,143.06,647,1436,693,662,790,608,382,#N/A,#N/A,#N/A,943.45,971,#N/A,#N/A,#N/A,#N/A,#N/A
20120202,142.82,651,1445,681,653,801,620,388,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120201,142.41,662,1446,694,645,803,637,396,#N/A,#N/A,456.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120131,141.96,680,1447,724,651,813,655,406,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120130,139.36,702,1456,765,654,822,673,416,5077,5842,#N/A,#N/A,#N/A,#N/A,935,913,973,979
20120127,138.93,726,1465,815,658,825,695,426,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120126,138.93,753,1477,863,661,829,721,434,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120125,138.93,784,1497,909,668,835,756,444,#N/A,#N/A,459.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120124,139.56,807,1512,946,675,839,775,454,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120123,139.56,841,1547,982,681,847,792,471,5134,5991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120120,139.56,862,1554,1020,690,849,807,485,#N/A,#N/A,#N/A,924.25,983,#N/A,#N/A,#N/A,#N/A,#N/A
20120119,139.71,893,1559,1058,698,846,858,496,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120118,139.96,926,1583,1105,704,841,892,506,#N/A,#N/A,464,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120117,140.58,974,1631,1161,696,822,927,518,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120116,140.96,1013,1681,1206,691,805,949,526,5284,6564,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120114,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,935,914,973,979
20120113,141.43,1053,1723,1264,690,791,971,533,#N/A,#N/A,#N/A,920.56,981,#N/A,#N/A,#N/A,#N/A,#N/A
20120112,142.22,1105,1798,1338,696,781,999,541,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120111,141.56,1193,1992,1393,701,778,1035,548,#N/A,#N/A,467.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120110,141.42,1258,2115,1455,706,782,1082,552,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120109,140.71,1308,2229,1506,716,784,1099,554,6044,7692,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120106,140.41,1347,2304,1537,724,790,1112,559,#N/A,#N/A,#N/A,896.06,975,#N/A,#N/A,#N/A,#N/A,#N/A
20120105,139.72,1426,2471,1571,734,781,1125,563,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120104,138.16,1552,2768,1599,745,782,1140,566,#N/A,#N/A,473.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120103,138.57,1624,2955,1619,762,783,1158,570,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20120102,138.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111230,138.57,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,881.15,948,#N/A,939,920,973,979
20111229,138.09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111228,136.77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8126,9976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111227,136.04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111226,136.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111223,135.58,1738,3287,1645,908,930,1176,577,#N/A,#N/A,#N/A,892.79,857,#N/A,#N/A,#N/A,#N/A,#N/A
20111222,135.51,1787,3406,1676,902,939,1183,578,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111221,134.8,1856,3526,1720,893,902,1187,581,#N/A,#N/A,485.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111220,133.09,1878,3565,1758,885,889,1187,583,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111219,132.19,1885,3571,1775,864,869,1188,585,8516,10531,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111216,133.03,1888,3572,1775,831,864,1193,588,#N/A,#N/A,#N/A,905.52,854,#N/A,#N/A,#N/A,#N/A,#N/A
20111215,133.92,1889,3571,1772,797,856,1196,590,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,942,924,974,981
20111214,136.49,1912,3652,1765,768,859,1202,594,#N/A,#N/A,498.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111213,137.54,1922,3695,1751,757,882,1206,597,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111212,139.63,1930,3725,1733,749,864,1218,599,8731,10947,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111209,139.44,1922,3697,1713,741,839,1230,602,#N/A,#N/A,#N/A,911.77,856,#N/A,#N/A,#N/A,#N/A,#N/A
20111208,139.75,1882,3529,1693,741,817,1248,606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111207,139.91,1849,3405,1687,736,776,1278,612,#N/A,#N/A,514.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111206,139.7,1848,3387,1690,732,773,1300,617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111205,139.68,1856,3390,1693,730,775,1322,620,8090,10138,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111202,138.48,1866,3409,1701,726,776,1335,623,#N/A,#N/A,#N/A,921.99,868,#N/A,#N/A,#N/A,#N/A,#N/A
20111201,133.78,1862,3386,1710,725,784,1347,624,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111130,132.61,1846,3298,1727,719,788,1359,625,#N/A,#N/A,519.6,#N/A,#N/A,1154.35,948,931,977,985
20111129,132.76,1828,3198,1750,714,787,1366,631,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111128,135.86,1809,3083,1770,707,780,1378,635,7375,9570,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111125,137.94,1807,3049,1794,705,782,1380,639,#N/A,#N/A,#N/A,923.67,879,#N/A,#N/A,#N/A,#N/A,#N/A
20111124,139.38,1814,3042,1822,702,783,1382,643,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111123,142.61,1830,3083,1841,697,787,1384,649,#N/A,#N/A,528.7,#N/A,#N/A,1166.53,#N/A,#N/A,#N/A,#N/A
20111122,145.18,1854,3146,1848,692,786,1386,655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111121,145.8,1874,3188,1840,686,786,1383,659,7456,10141,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111118,145.97,1895,3235,1831,682,787,1381,661,#N/A,#N/A,#N/A,931.57,885,#N/A,#N/A,#N/A,#N/A,#N/A
20111117,148.12,1898,3258,1806,679,786,1368,660,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111116,145.67,1884,3223,1784,682,787,1356,661,#N/A,#N/A,540.5,#N/A,#N/A,1199.48,#N/A,#N/A,#N/A,#N/A
20111115,141.04,1846,3108,1769,684,785,1344,664,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,951,934,979,989
20111114,137.61,1818,3081,1763,689,782,1326,668,7471,10248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111111,135.94,1835,3150,1761,699,776,1324,675,#N/A,#N/A,#N/A,935.71,898,#N/A,#N/A,#N/A,#N/A,#N/A
20111110,132.98,1840,3162,1761,699,773,1329,683,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111109,130.95,1802,2993,1770,702,769,1336,694,#N/A,#N/A,551.4,#N/A,#N/A,1220.22,#N/A,#N/A,#N/A,#N/A
20111108,129.01,1759,2823,1787,703,765,1361,705,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111107,126.97,1766,2779,1811,709,762,1404,717,6789,9276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111104,126.3,1784,2788,1836,711,766,1425,728,#N/A,#N/A,#N/A,945.37,919,#N/A,#N/A,#N/A,#N/A,#N/A
20111103,120.78,1817,2829,1866,713,770,1452,742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111102,120.14,1859,2906,1889,716,759,1486,754,#N/A,#N/A,556.5,#N/A,#N/A,1246.08,#N/A,#N/A,#N/A,#N/A
20111101,119.63,1912,3003,1912,721,763,1512,770,#N/A,11565,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111031,118.53,1965,3132,1931,728,773,1531,779,7435,10457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111030,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,952,936,980,990
20111028,118.03,2018,3274,1939,731,781,1545,786,#N/A,#N/A,#N/A,951.96,933,#N/A,#N/A,#N/A,#N/A,#N/A
20111027,122.74,2091,3481,1945,727,796,1559,798,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111026,127.76,2145,3612,1961,722,805,1571,815,#N/A,#N/A,564.1,#N/A,#N/A,1263.66,#N/A,#N/A,#N/A,#N/A
20111025,133.51,2161,3638,1976,695,817,1584,821,#N/A,12338,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111024,140.19,2153,3597,1999,687,840,1595,821,8022,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111021,143.83,2153,3566,2026,686,849,1607,826,#N/A,#N/A,#N/A,952.28,939,#N/A,#N/A,#N/A,#N/A,#N/A
20111020,145.34,2161,3565,2058,687,856,1612,827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111019,147.99,2140,3473,2086,694,843,1612,829,#N/A,#N/A,#N/A,#N/A,#N/A,1294.41,#N/A,#N/A,#N/A,#N/A
20111018,151.9,2136,3451,2099,700,835,1607,829,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20111017,155.86,2160,3539,2095,704,828,1606,826,8025,10725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
